main_office,school_name,school_type1,school_type2,school_type3,남여,기숙사제공여부,통학버스제공여부,교장실,교무실,행정실,취업지도실,FAX,홈페이지,우편번호,주소,상세주소
강원특별자치도교육청,화천정보산업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,033-440-1600,033-440-1630,033-440-1610,033-440-1654,033-440-1699,hcinfo.gwe.hs.kr/,24121,강원도 화천군 화천읍 상승로 69,화천정보산업고등학교
강원특별자치도교육청,황지정보산업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,033-550-6501,033-550-6520,033-550-6500,033-550-6552,033-550-6565,hwangji-iih.gwe.hs.kr,26017,강원도 태백시 문화로1길 1,황지정보산업고등학교
충청북도교육청,대성여자상업고등학교,특성화고,상업·정보,사립,여,미입력,미입력,043-255-5000,043-253-7422,043-253-7421,043-257-0610,043-223-0611,school.cbe.go.kr/cds-h/M01,28507,충청북도 청주시 상당구 대성로 220,"(수동, 대성여자상업고등학교)"
충청북도교육청,영동미래고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,043-742-3651,043-742-3653,043-743-3652,043-742-3653,043-743-5126,school.cbe.go.kr/ydmirae-h/M01,370803,충청북도 영동군 영동읍 대학로,10
충청북도교육청,영동산업과학고등학교,특성화고,공업,공립,남녀공학,제공,미제공,043-740-2502,043-740-2501,043-740-2500,043-740-2535,043-740-2549,school.cbe.go.kr/ydis-h,370807,충청북도 영동군 영동읍 학산영동로,1213호  영동산업과학고등학교
충청북도교육청,제천디지털전자고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,043-647-4392,043-647-4391,043-647-4390,043-647-1716,043-647-9306,school.cbe.go.kr/jde-h,390872,충청북도 제천시 봉양읍 팔송로,84 제천디지털전자고등학교
충청북도교육청,제천산업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,043-646-9664,043-646-9661,043-646-9660,043-646-4194,043-648-9666,school.cbe.go.kr/jci-h,390200,충청북도 제천시 고명동 단양로10길,160
충청북도교육청,제천상업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,043-640-6701,043-640-6705,043-640-6700,043-640-6741,043-648-4717,www.jcc.hs.kr,27178,충청북도 제천시 의병대로 243,제천상업고등학교
충청북도교육청,증평공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,043-838-0331,043-838-8384,043-838-0339,043-835-0039,043-838-0341,school.cbe.go.kr/jptec-h,368904,충청북도 증평군 증평읍 광장로,180 증평공업고등학교
충청북도교육청,진천상업고등학교,특성화고,상업·정보,공립,남녀공학,미제공,미제공,043-533-3501,043-533-3503,043-533-3502,043-533-8834,043-532-5238,school.cbe.go.kr/jcch-h,365805,충청북도 진천군 진천읍 문화3길,25
충청북도교육청,청주IT과학고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,043-269-3231,043-269-3241,043-269-3231,043-269-3241,043-269-4037,school.cbe.go.kr/cjits-h,362823,충청북도 청주시 서원구 현도면 죽암도원로,34-13
충청북도교육청,청주공업고등학교,특성화고,공업,공립,남,미입력,미입력,043-229-5301,"043-229-5308,5420",043-229-5321,043-229-5381,043-253-0352,school.cbe.go.kr/ck-h,28546,충청북도 청주시 상당구 교서로 17,청주공업고등학교
충청북도교육청,청주농업고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,043-229-5601,043-229-5700,043-229-5600,043-229-5761,043-252-6674,school.cbe.go.kr/cjagh-h,363170,충청북도 청주시 청원구 내덕동 내덕로,45 청주농업고등학교
충청북도교육청,청주여자상업고등학교,특성화고,상업·정보,사립,여,미입력,미입력,043-288-7364,043-288-7362,043-288-7363,043-288-7366,043-288-7377,3croba.hs.kr,362807,충청북도 청주시 서원구 모충동 무심서로,377-1 청주여자상업고등학교
충청북도교육청,청주하이텍고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,043-299-1700,043-299-1720,043-299-1706,043-299-1747,043-299-1707,cjh.hs.kr,28795,충청북도 청주시 서원구 1순환로1137번길 59,청주하이텍고등학교
충청북도교육청,충북공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,043-230-5101,043-230-5100,043-230-5200,043-230-5117,043-230-5242,school.cbe.go.kr/cbt-h,28382,충청북도 청주시 흥덕구 서부로1205번길 52,충북공업고등학교
충청북도교육청,충북반도체고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,043-877-0368,043-878-0367,043-877-0366,043-878-8383,043-877-0369,www.cbsemi.hs.kr,369904,충청북도 음성군 금왕읍 무극로,393-1
충청북도교육청,충북비즈니스고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,043-836-4384,043-836-4385,043-836-4386,043-836-5682,043-836-1692,school.cbe.go.kr/cbbh-h,368910,충청북도 증평군 증평읍 중앙로,132 충북비즈니스고등학교
충청북도교육청,충북산업과학고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,043-733-2991,043-733-2992,043-733-2993,043-733-4587,043-733-4893,school.cbe.go.kr/cbis-h,373803,충청북도 옥천군 옥천읍 중앙로,144 관공서(충북산업과학고등학교)
충청북도교육청,충북상업정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,043-219-0301,043-219-0320,043-219-0305,043-219-0371,043-219-0398,school.cbe.go.kr/cbci-h/,360820,충청북도 청주시 상당구 율량동 율천북로,73
충청북도교육청,충북생명산업고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,043-543-1108,043-543-1106,043-543-1105,043-935-3330,043-542-8946,school.cbe.go.kr/cbb-h,376803,충청북도 보은군 보은읍 자영고길,10
충청북도교육청,충북에너지고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,043-290-7600,043-290-7601,043-290-7602,043-290-7640,043-297-1308,school.cbe.go.kr/cbenergy-h/M01,360874,충청북도 청주시 상당구 미원면 미원초정로,27
충청북도교육청,충주공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,043-841-1401,043-841-1402,043-841-1411,043-841-1482,043-841-1405,cjth.hs.kr,380090,충청북도 충주시 용산동 형설로,120 충주공업고등학교
충청북도교육청,충주상업고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,043-844-3321,043-844-3322,043-844-3323,043-844-3385,043-844-2624,chungju-ch.hs.kr,380966,충청북도 충주시 호암동 방아길,20
충청북도교육청,한국바이오마이스터고등학교,마이스터고,농생명,공립,남녀공학,미입력,미입력,043-532-1345,043-532-1350,043-532-1346,070-4609-3223,043-532-5687,kbm.hs.kr,365803,충청북도 진천군 진천읍 남산4길,13 한국바이오마이스터고등학교
충청북도교육청,한국호텔관광고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,043-422-0668,043-422-0669,043-422-0670,043-422-7551,043-422-7552,www.hoteltourism.hs.kr/,395863,충청북도 단양군 단성면 북상하리길,69
충청북도교육청,한림디자인고등학교,특성화고,상업·정보,사립,여,미입력,미입력,043-841-2207,043-841-2212,043-841-2206,043-841-2261,043-841-2299,had.hs.kr,380950,충청북도 충주시 교현동 야현1길,(교현1동 490번지)
충청남도교육청,강경상업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,041-745-2312,041-745-2314,041-745-2313,041-745-8744,041-745-2513,gangsang.cnehs.kr,32938,충청남도 논산시 강경읍 계백로 220,강경상업고등학교
충청남도교육청,공주마이스터고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,041-841-2703,041-841-2702,041-841-2701,041-841-1445,041-841-2705,gong.cnehs.kr,314892,충남 공주시 유구읍 백교리,133
충청남도교육청,공주생명과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,041-858-3502,041-858-3503,041-858-3500,041-960-9049,041-858-3513,gongju-agr.cnehs.kr,314803,충청남도 공주시 신관동 금벽로,317번지
충청남도교육청,공주정보고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,041-856-1671,041-960-0111,041-856-1674,041-856-1673,041-960-0114,kjis.cnehs.kr,32589,충청남도 공주시 마근동길 29,공주정보고등학교
충청남도교육청,국방항공고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,041-736-1631,041-736-1633,041-736-1634,041-736-1635,041-736-1638,ndav.cnehs.kr,32954,충청남도 논산시 시민로 365,지번 취암동 536-1
충청남도교육청,금산산업고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,041-753-5103,041-753-5102,041-753-5101,070-4364-5537,041-753-5106,kumsan-ih.cnehs.kr,312805,충청남도 금산군 금산읍 진악로,1003
충청남도교육청,금산하이텍고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,041-752-4377,041-752-4375,041-752-4376,041-752-6497,041-752-6466,ksh.cnehs.kr,312930,충청남도 금산군 진산면,대둔산로 412
충청남도교육청,논산여자상업고등학교,특성화고,상업·정보,사립,여,미입력,미입력,,041-732-2922,041-732-2923,041-734-6668,041-734-6667,nonsan-gch.cnehs.kr,320010,충남 논산시 강산동,53번지
충청남도교육청,당진정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,041-351-9000,041-351-9010,041-351-9002,041-351-9008,041-351-9055,dangjin-ih.cnehs.kr,31784,충청남도 당진시 운학길 5,당진정보고등학교
충청남도교육청,대천여자상업고등학교,특성화고,상업·정보,공립,여,미입력,미입력,041-931-6850,041-931-6856,041-931-6852,041-931-6862,041-931-6861,dcg.cnehs.kr,33492,충청남도 보령시 여상길 60,대천여상
충청남도교육청,병천고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,041-561-9675,041-561-9672,041-561-1971,070-7860-2922,041-522-8980,www.bchs.caehs.kr,330863,충남 천안시 동남구 병천면 탑원리,병천고등학교
충청남도교육청,부여전자고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,041-833-2082,041-833-2081,041-833-2080,041-834-9616,041-834-2059,garim.cnehs.kr,323923,충남 부여군 임천면 만사리,199
충청남도교육청,부여정보고등학교,특성화고,상업·정보,공립,남녀공학,미제공,미입력,041-835-7988,041-835-7989,041-835-7987,041-836-3044,041-835-7985,bishs.cnehs.kr,323811,충청남도 부여군 규암면 충절로2316번길,24
충청남도교육청,삽교고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,041-337-2891,041-337-2893,041-337-2892,041-338-2816,041-338-0020,sapgyo.cnehs.kr,340902,충청남도 예산군 삽교읍 삽교로,161
충청남도교육청,서산공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,041-689-6800,041-689-6810,041-689-6801,041-689-6840,041-663-7917,seosan-tech.cnehs.kr,31945,충청남도 서산시 운산면 운암로 1072-12,서산공업고등학교
충청남도교육청,서산중앙고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,041-665-2058,041-665-7400,041-665-2059,041-666-0728,041-664-4335,sjh.cnehs.kr,356800,충청남도 서산시 동문동 벌말1길,23 서산중앙고등학교
충청남도교육청,서천여자정보고등학교,특성화고,상업·정보,사립,여,미입력,미입력,041-953-3504,041-953-3501,041-953-0974,041-953-0973,041-953-3503,sochon-i.cnehs.kr,33636,충청남도 서천군 서천읍 화금서길 45,화금서길 45
충청남도교육청,성환고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,041-588-2000,041-588-2001,041-588-2009,041-588-2006,041-588-3999,shhs.caehs.kr,331807,충남 천안시 서북구 성환읍 송덕리,55 성환고등학교
충청남도교육청,아산스마트팩토리마이스터고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,041-422-4210,041-422-4212,041-422-4201,041-422-4265,041-531-0572,smart.cnehs.kr/,336872,충청남도 아산시 둔포면 둔포중앙로,133번길42
충청남도교육청,연무마이스터고등학교,마이스터고,공업,공립,남,미입력,미입력,041-742-7301,041-742-7302,041-742-7303,070-7858-0939,041-742-7304,yeonmutech.cnehs.kr,320834,충청남도 논산시 연무읍 연무로,268-9
충청남도교육청,예산예화여자고등학교,특성화고,상업·정보,사립,여,미입력,미입력,041-335-2497,041-335-2496,041-335-2495,041-331-0435,041-332-9069,yehwa.cnehs.kr,32435,충청남도 예산군 예산읍 예산로 117,예산예화여자고등학교
충청남도교육청,장항공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,041-955-5601,041-955-5620,041-955-5600,041-955-5632,041-956-7639,cnjs.cnehs.kr,325908,충청남도 서천군 장항읍 신창서로,77
충청남도교육청,주산산업고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,041-928-8000,041-928-8200,041-928-8190,041-928-8131,041-932-0833,jusan.cnehs.kr,355861,충남 보령시 주산면 금암리,506
충청남도교육청,천안공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,041-558-9800,041-558-9801,041-558-9803,041-558-9802,041-556-9825,ct.caehs.kr,31123,충청남도 천안시 동남구 성황5길 17,(성황동)
충청남도교육청,천안상업고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,041-551-6513,041-413-6504,041-413-6585,041-413-6522,041-551-3679,sanggo.caehs.kr,31081,충청남도 천안시 서북구 상고1길 43-9,천안상업고등학교(신당동)
충청남도교육청,천안여자상업고등학교,특성화고,상업·정보,사립,여,미입력,미입력,041-574-9311,041-576-6363-3,041-574-9312,041-574-9374,041-574-9267,cays.caehs.kr,330930,충청남도 천안시 동남구 봉명동 천안여상로,44 천안여자상업고등학교
충청남도교육청,천안제일고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,041-551-3058,041-902-6903,041-902-7022,041-902-6937,041-902-7046,cj.caehs.kr,330070,충남 천안시 동남구 원성동,버들로 71
충청남도교육청,청양고등학교,일반고(종합고),농생명,공립,남녀공학,미입력,미입력,041-456-7891,041-456-7892,041-456-7893,070-4295-4834,041-943-1475,chy.cnehs.kr/main.do,33339,충청남도 청양군 청양읍 문화예술로 149,청양고등학교
충청남도교육청,충남드론항공고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,041-641-0603,041-641-0602,041-641-0601,041-641-5894,041-641-1883,gcji.cnehs.kr,350902,충청남도 홍성군 광천읍 홍남로,695 충남드론항공고등학교
충청남도교육청,충남반도체마이스터고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,041-404-0062,041-404-0063,041-404-0061,041-404-0032,041-334-0411,yes.cnehs.kr,340802,충남 예산군 예산읍 관작리,315
충청남도교육청,충남인터넷고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,041-736-6545,041-736-6542,041-736-6541,041-736-6543,041-736-6547,cihs.cnehs.kr,320872,충청남도 논산시 연산면 한전리,계백로 1958-16
충청남도교육청,충남해양과학고등학교,특성화고,수산·해운,공립,남녀공학,미입력,미입력,041-931-3470,041-931-3472,041-931-3471,041-931-3472,041-931-3481,marine.cnehs.kr,33489,충청남도 보령시 대천항로 212,충남해양과학고등학교
충청남도교육청,태안여자고등학교,일반고(종합고),상업·정보,사립,여,제공,제공,041-670-7701,041-670-7720,041-670-7700,041-670-7726,05040632538,tg.cnehs.kr,32142,충청남도 태안군 태안읍 원이로 7-1,태안여고
충청남도교육청,한국 K-POP고등학교,특성화고,가사·실업,사립,남녀공학,미입력,미입력,041-641-6432,041-641-6433,041-641-6434,041-641-6433,041-641-6430,k-pophs.cnehs.kr,32291,충청남도 홍성군 광천읍 광천로373번길 14,한국 K-POP고등학교
충청남도교육청,한국식품마이스터고등학교,마이스터고,농생명,공립,남녀공학,미입력,미입력,041-836-1051,041-836-1052,041-836-1055,041-836-1059,041-836-1054,cff.cnehs.kr,323841,충청남도 부여군 홍산면 홍산로,112~23
충청남도교육청,한올고등학교,일반고(종합고),상업·정보,사립,여,미입력,미입력,041-544-7755,041-544-8163,041-544-8161,041-541-8162,041-544-8170,hanol.cnehs.kr,31519,충청남도 아산시 청운로 158,한올고등학교
충청남도교육청,합덕제철고등학교,마이스터고,공업,공립,남,미입력,미입력,041-362-4396,041-362-2793,041-362-2792,041-362-2798,041-363-2796,steel.cnehs.kr,343903,충남 당진시 합덕읍 소소리,면천로 1601
충청남도교육청,홍성공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,041-642-8219,041-642-8217,041-642-8218,041-642-0961,041-642-1964,hstec.cnehs.kr,32212,충청남도 홍성군 결성면 구성남로 55,홍성공업고등학교
전북특별자치도교육청,강호항공고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,063-560-5050,063-560-5003,063-560-5001,063-560-5046,063-560-5060,kangho.hs.kr,585802,전라북도 고창군 고창읍 중거리당산로,78-22 강호항공고등학교(고창읍)
전북특별자치도교육청,군산기계공업고등학교,마이스터고,공업,공립,남,미입력,미입력,063-730-5501,063-730-5500,063-730-5630,063-730-5553,063-465-6260,www.gunsan-mh.hs.kr,54112,전라북도 군산시 군중길 28,군산기계공업고등학교
전북특별자치도교육청,군산여자상업고등학교,특성화고,상업·정보,공립,여,미입력,미입력,063-468-6920,063-468-6502,063-468-6507,063-460-0343,063-468-6525,gunsan-gch.hs.kr,54103,전라북도 군산시 신지길 42-8,(지곡동 518)
전북특별자치도교육청,글로벌학산고등학교,특성화고,가사·실업,사립,여,미입력,미입력,063-570-1510,"063-570-1500,1512","063-570-1501,1504",063-570-1538,063-570-1539,www.h-s.hs.kr,56192,전라북도 정읍시 학산로 89,(상동)
전북특별자치도교육청,김제농생명마이스터고등학교,마이스터고,농생명,공립,남녀공학,미입력,미입력,063-546-5312,063-546-5313,0563-546-5311,063-546-5316,063-546-5377,gmhsas.hs.kr,576804,전라북도 김제시 신풍동 남북9길,23
전북특별자치도교육청,남원용성고등학교,특성화고,농생명,공립,남녀공학,제공,미제공,063-631-1342,063-630-3511,063-631-1341,063-630-3586,063-625-8213,yongsung.hs.kr,590190,전북 남원시 도통동,농고길 41
전북특별자치도교육청,남원제일고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,063-630-9001,063-630-9002,063-630-9003,063-630-9082,063-630-9010,www.nfirst.hs.kr,590090,전라북도 남원시 노암동 노송로,1206
전북특별자치도교육청,덕암정보고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,063-546-2225,"063-544-2206,2208",063-544-2205,070-4919-5332,063-544-8277,deogam.hs.kr,54364,전라북도 김제시 하공로 9,덕암정보고등학교
전북특별자치도교육청,수소에너지고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,063-291-4910,063-291-4911,063-291-2874,063-291-4974,063-291-4915,school.jbedu.kr/jbhitec,565805,전라북도 완주군 삼례읍 삼례역로,41-1
전북특별자치도교육청,완산여자고등학교,특성화고,상업·정보,사립,여,미입력,미입력,063-227-4451,063-227-4452,063-227-4459,063-227-4455,063-227-4457,wansan.hs.kr,55121,전라북도 전주시 완산구 덕적골1길 60,(평화동1가)
전북특별자치도교육청,원광보건고등학교,특성화고,상업·정보,사립,여,제공,미제공,063-850-0001,063-850-0007,063-850-0078,063-850-0050,063-841-6948,https://school.jbedu.kr/wkh,570968,전북 익산시 모현동1가,520번지 원광보건고등학교
전북특별자치도교육청,이리공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,063-858-4151,063-858-3712,063-858-3711,063-722-3087,063-858-4154,jb-it.hs.kr,570956,전북 익산시 남중동,2가 379-2번지
전북특별자치도교육청,전북기계공업고등학교,마이스터고,공업,국립,남녀공학,미입력,미입력,063-720-5333,063-720-5313~4,063-720-5340,063-720-5327,063-720-5324,school.jbedu.kr/cmt,54622,전라북도 익산시 인북로32길 41,(전북기계공업고등학교)
전북특별자치도교육청,전북베이커리고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,063-583-6655,063-583-7337,063-583-2844,070-4710-7051,063-901-1133,school.jbedu.kr,56310,전라북도 부안군 행안면 춘헌길 1,전북베이커리 고등학교
전북특별자치도교육청,전북유니텍고등학교,특성화고,공업,공립,남녀공학,제공,미제공,063-351-1516,063-351-1518,063-351-1517,063-351-2448,063-353-1591,school.jbedu.kr/unitech,55612,전북특별자치도 장수군 장계면 장계7길 3,전문교과부
전북특별자치도교육청,전북인공지능고등학교,특성화고,농생명,사립,남녀공학,미입력,미입력,063-564-0078,063-562-9703,063-562-9705,063-562-9703,063-563-4440,school.jbedu.kr/jbaihs,585881,전북 고창군 무장면 무장리,왕제산로 713
전북특별자치도교육청,전북펫고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,063-642-7200,063-642-5081,063-642-5080,063-642-1334,063-642-1806,school.jbedu.kr/jbp-h,566895,전북 임실군 오수면 오수리,충효로 2099-23
전북특별자치도교육청,전주공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,063-210-9301,063-210-9330,063-210-9317,063-210-9390,063-210-9397,jt.hs.kr,561330,전라북도 전주시 덕진구 여의동 여산로,101 전주공업고등학교
전북특별자치도교육청,전주상업정보고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,063-220-6403,063-220-6401,063-220-6400,063-220-6482,063-220-6406,jgch.hs.kr,55049,전라북도 전주시 완산구 따박골2길 21,(중화산동2가)
전북특별자치도교육청,전주생명과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,063-240-1701,063-240-1712,063-240-1705,063)240-1797,070-7505-5973,jls.hs.kr,561853,전라북도 전주시 덕진구 인후동2가 안덕원로,전주생명과학고등학교
전북특별자치도교육청,정읍제일고등학교,특성화고,농생명,공립,남녀공학,제공,미제공,063-530-1700,063-530-1702,063-530-1753,063-530-1737,063-535-4103,school.jbedu.kr/jjh,580803,전라북도 정읍시 수성동 충정로,252번지
전북특별자치도교육청,줄포자동차공업고등학교,특성화고,공업,공립,남,미입력,미입력,063-584-9405,063-584-9407,063-584-9406,070-4473-4822,063-584-9409,school.jbedu.kr/jpm,579883,전라북도 부안군 줄포면 우포로,10 줄포자동차공고
전북특별자치도교육청,진경여자고등학교,특성화고,가사·실업,사립,여,미입력,미입력,063-856-6033,063-856-6032,063-856-6034,070-4267-3096,063-856-7056,school.jbedu.kr/jingyeong,570814,전라북도 익산시 황등면 황등서로,40-92
전북특별자치도교육청,칠보고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,063-531-1580,063-531-1581,063-531-1584,063-531-1581,063-531-1585,chilbo.hs.kr,56128,전라북도 정읍시 칠보면 건흥길 26-5,칠보고등학교
전북특별자치도교육청,한국게임과학고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,063-262-0700,063-261-0700,063-263-0700,063-261-0700,063-263-0701,school.jbedu.kr/game,55300,전북특별자치도 완주군 운주면 대둔산로 1336,한국게임과학고등학교
전북특별자치도교육청,한국경마축산고등학교,마이스터고,농생명,공립,남녀공학,미입력,미입력,063-634-2030,063-634-2031,063-634-2032,063-634-2031,063-634-2033,school.jbedu.kr/horseman,590831,전북 남원시 운봉읍 준향리,산 53-1
전북특별자치도교육청,한국기술부사관고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,063-433-3231,063-433-2606,063-433-3232,063-433-3821,063-433-5704,jinan.hs.kr,567805,전라북도 진안군 진안읍 상역로,96번지
전북특별자치도교육청,한국전통문화고등학교,일반고(종합고),가사·실업,공립,남녀공학,미입력,미입력,063-711-7700,063-711-7704,063-711-7712,063-711-7724,063-222-8349,khch.hs.kr,55142,전라북도 전주시 완산구 중인1길 68-13,한국전통문화고등학교
전북특별자치도교육청,한국치즈과학고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,063-643-6735,063-643-1308,063-643-1004,07051382753,063-643-6467,school.jbedu.kr/kcs,566862,전북 임실군 강진면 갈담리,갈담 3길 48
전북특별자치도교육청,한국한방고등학교,특성화고,농생명,사립,남녀공학,미입력,미입력,063-433-8118,063-433-9911,063-433-9900,,063-433-7676,www.khb.hs.kr,567807,전북 진안군 진안읍 연장리,998번지
전북특별자치도교육청,함열여자고등학교,일반고(종합고),가사·실업,사립,여,미입력,미입력,063-861-1077,063-861-1078,063-861-1080,063-6-861-1078,063-862-1075,hygchs.hs.kr,570801,전북 익산시 함열읍 남당리,586
전라남도교육청,고흥도화고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-830-9102,061-830-9101,061-830-9100,061-830-9150,061-835-7833,ghdohwa.hs.jne.kr/,59529,전라남도 고흥군 도화면 도화로 476,교무실
전라남도교육청,고흥산업과학고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,061-830-3001,061-830-3000,061-830-3040,061-830-3015,061-830-3032,goheungv.hs.jne.kr,548804,전라남도 고흥군 고흥읍 고흥로,1637-13
전라남도교육청,광양하이텍고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,061-760-3000,061-760-3020,061-760-3010,061-760-3065,061-762-5820,gwang-yangsilgo.hs.jne.kr,545804,전라남도 광양시 광양읍 신재로,106
전라남도교육청,구림공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-471-6310,061-471-6313~5,061-471-6312,061-471-6313,061-471-0259,gurim-tech.hs.jne.kr,58434,전라남도 영암군 군서면 왕인로 453,구림공업고등학교
전라남도교육청,나주공업고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,061-332-3913,061-332-3914,061-332-3911,061-332-3910,061-332-3933,naju-tech.hs.jne.kr,520180,전라남도 나주시 대호동 건재로,43
전라남도교육청,나주상업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,061-334-4601,061-334-4603,061-334-4602,061-331-3754,061-334-1891,njc.hs.jne.kr,520150,전라남도 나주시 청동 함박산길,23-4
전라남도교육청,다향고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,061-853-9243,061-853-2396,061-852-2395,061-852-2397,061-853-1905,dahyangv.hs.jne.kr,59460,전라남도 보성군 보성읍 녹차로 1364,.
전라남도교육청,담양공업고등학교,특성화고,공업,공립,남녀공학,제공,미입력,061-380-5801,061-380-5800,061-380-5870,061-380-5831,061-381-3193,damyang-t.hs.jne.kr,57363,전라남도 담양군 담양읍 죽향대로 1072,담양공업고등학교
전라남도교육청,목포공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,061-800-7101,061-800-7100,061-800-7200,061-800-7135,061-800-7199,mokpo-mt.hs.jne.kr,530833,전라남도 목포시 용당동 용당로,100
전라남도교육청,목포성신고등학교,특성화고,상업·정보,사립,남녀공학,미입력,미입력,061-272-9556,061-272-9551,061-272-9552,061-277-4795,061-279-9417,mpss.hs.jne.kr,530823,전라남도 목포시 상동 상동로,87-1
전라남도교육청,목포여자상업고등학교,특성화고,상업·정보,사립,여,미입력,미입력,061-280-1501,061-280-1508,061-280-1500,061-280-1541,061-280-1544,mpgch.hs.jne.kr,530806,전라남도 목포시 산정동 영산로,413-1
전라남도교육청,목포중앙고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,061-281-1474,061-281-1475,061-281-1477,070-4648-182,061-282-6253,mokpojoongang.hs.jne.kr/mokpojoongang_hs,58604,전라남도 목포시 지적로 36,목포중앙고등학교
전라남도교육청,벌교상업고등학교,특성화고,상업·정보,공립,남녀공학,제공,미입력,061-859-7631,061-859-7632,061-859-7633,061-859-7662,061-859-7699,beolgyoc.hs.jne.kr,59423,전라남도 보성군 벌교읍 홍암로 61,교무실
전라남도교육청,법성고등학교,특성화고,상업·정보,공립,남녀공학,제공,미제공,061-357-5600,061-357-5602,061-357-5640,061-357-5623,061-356-5125,bubsung.hs.jne.kr,513871,전라남도 영광군 법성면 용덕로,66
전라남도교육청,병영상업고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,061-432-1033,061-432-1146,061-432-1006,061-432-1146,061-433-4253,joyschool.hs.jne.kr,527832,전라남도 강진군 병영면 하멜로,372
전라남도교육청,삼계부사관고등학교,특성화고,상업·정보,공립,남녀공학,미입력,미입력,061-394-1705,061-394-1704,061-394-4442,061-394-1704,061-394-7052,samgye.hs.jne.kr,57238,전라남도 장성군 삼계면 사창로 47,47
전라남도교육청,송지고등학교,일반고(종합고),상업·정보,공립,남녀공학,미입력,미입력,061-534-1072,061-533-2295,061-533-2294,061-533-2295,061-535-2293,songji.hs.jne.kr,536923,전라남도 해남군 송지면 미야길,158-16
